_id,measure_id,measure_name,interval_type,value_type,measure_value,year_to_date_variance,budget_variance,decimal_accuracy,desired_direction,category,data_source_notes,city_perspective_note,year,period_number_in_year,target,note
4588,2.09,Interest on Outstanding Property Tax Accounts,m,c,2427458.82,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2012,12,,
4589,2.09,Interest on Outstanding Property Tax Accounts,m,c,2197510.47,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2013,1,,
4590,2.09,Interest on Outstanding Property Tax Accounts,m,c,1959845.43,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2013,2,,
4591,2.09,Interest on Outstanding Property Tax Accounts,m,c,1898471.89,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2013,3,,
4592,2.09,Interest on Outstanding Property Tax Accounts,m,c,2225002.69,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2013,4,,
4593,2.09,Interest on Outstanding Property Tax Accounts,m,c,2356676.73,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2013,5,,
4594,2.09,Interest on Outstanding Property Tax Accounts,m,c,2661854.4,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2013,6,,
4595,2.09,Interest on Outstanding Property Tax Accounts,m,c,2306370.21,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2013,7,,
4596,2.09,Interest on Outstanding Property Tax Accounts,m,c,2484816.64,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2013,8,,
4597,2.09,Interest on Outstanding Property Tax Accounts,m,c,2846020.89,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2013,9,,
4598,2.09,Interest on Outstanding Property Tax Accounts,m,c,3076417.16,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2013,10,,
4599,2.09,Interest on Outstanding Property Tax Accounts,m,c,2748743.98,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2013,11,,
4600,2.09,Interest on Outstanding Property Tax Accounts,m,c,2585870.6,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2013,12,,
4601,2.09,Interest on Outstanding Property Tax Accounts,m,c,2302476.22,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2014,1,,
4602,2.09,Interest on Outstanding Property Tax Accounts,m,c,2135408.72,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2014,2,,
4603,2.09,Interest on Outstanding Property Tax Accounts,m,c,2051957.02,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2014,3,,
4604,2.09,Interest on Outstanding Property Tax Accounts,m,c,2218953.86,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2014,4,,
4605,2.09,Interest on Outstanding Property Tax Accounts,m,c,2452542.19,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2014,5,,
4606,2.09,Interest on Outstanding Property Tax Accounts,m,c,2656541.71,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2014,6,,
4607,2.09,Interest on Outstanding Property Tax Accounts,m,c,2328229.93,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2014,7,,
4608,2.09,Interest on Outstanding Property Tax Accounts,m,c,2624176.08,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2014,8,,
4609,2.09,Interest on Outstanding Property Tax Accounts,m,c,3061732.37,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2014,9,,
4610,2.09,Interest on Outstanding Property Tax Accounts,m,c,3148215.61,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2014,10,,
4611,2.09,Interest on Outstanding Property Tax Accounts,m,c,2877517.59,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2014,11,,
4612,2.09,Interest on Outstanding Property Tax Accounts,m,c,2632582.79,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2014,12,,
4613,2.09,Interest on Outstanding Property Tax Accounts,m,c,2457579.63,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2015,1,,
4614,2.09,Interest on Outstanding Property Tax Accounts,m,c,2258221.85,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2015,2,,
4615,2.09,Interest on Outstanding Property Tax Accounts,m,c,2015924.13,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2015,3,,
4616,2.09,Interest on Outstanding Property Tax Accounts,m,c,2255854.45,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2015,4,,
4617,2.09,Interest on Outstanding Property Tax Accounts,m,c,2493065.96,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2015,5,,
4618,2.09,Interest on Outstanding Property Tax Accounts,m,c,2843027.07,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2015,6,,
4619,2.09,Interest on Outstanding Property Tax Accounts,m,c,2425859.1,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2015,7,,
4620,2.09,Interest on Outstanding Property Tax Accounts,m,c,2796852.1,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2015,8,,
4621,2.09,Interest on Outstanding Property Tax Accounts,m,c,3072383.46,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2015,9,,
4622,2.09,Interest on Outstanding Property Tax Accounts,m,c,3330000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2015,10,,
4623,2.09,Interest on Outstanding Property Tax Accounts,m,c,2978000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2015,11,,
4624,2.09,Interest on Outstanding Property Tax Accounts,m,c,2716000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2015,12,,
4625,2.09,Interest on Outstanding Property Tax Accounts,m,c,2432000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2016,1,,
4626,2.09,Interest on Outstanding Property Tax Accounts,m,c,2182000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2016,2,,
4627,2.09,Interest on Outstanding Property Tax Accounts,m,c,2021000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2016,3,,
4628,2.09,Interest on Outstanding Property Tax Accounts,m,c,2397000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2016,4,,
4629,2.09,Interest on Outstanding Property Tax Accounts,m,c,2650000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2016,5,,
4630,2.09,Interest on Outstanding Property Tax Accounts,m,c,2749000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2016,6,,
4631,2.09,Interest on Outstanding Property Tax Accounts,m,c,2370000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2016,7,,
4632,2.09,Interest on Outstanding Property Tax Accounts,m,c,2862000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2016,8,,
4633,2.09,Interest on Outstanding Property Tax Accounts,m,c,3124000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2016,9,,
4634,2.09,Interest on Outstanding Property Tax Accounts,m,c,3421000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2016,10,,
4635,2.09,Interest on Outstanding Property Tax Accounts,m,c,3021000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2016,11,,
4636,2.09,Interest on Outstanding Property Tax Accounts,m,c,2703000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2016,12,,
4637,2.09,Interest on Outstanding Property Tax Accounts,m,c,2579443.71,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2017,1,,
4638,2.09,Interest on Outstanding Property Tax Accounts,m,c,2390888.98,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2017,2,,
4639,2.09,Interest on Outstanding Property Tax Accounts,m,c,2181181.08,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2017,3,,
4640,2.09,Interest on Outstanding Property Tax Accounts,m,c,2566487,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2017,4,,
4641,2.09,Interest on Outstanding Property Tax Accounts,m,c,2778077,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2017,5,,
4642,2.09,Interest on Outstanding Property Tax Accounts,m,c,2987443,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2017,6,,
4643,2.09,Interest on Outstanding Property Tax Accounts,m,c,2674100,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2017,7,,
4644,2.09,Interest on Outstanding Property Tax Accounts,m,c,3059667,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2017,8,,
4645,2.09,Interest on Outstanding Property Tax Accounts,m,c,3347847,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2017,9,,
4646,2.09,Interest on Outstanding Property Tax Accounts,m,c,3623634,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2017,10,,
4647,2.09,Interest on Outstanding Property Tax Accounts,m,c,3190773,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2017,11,,
4648,2.09,Interest on Outstanding Property Tax Accounts,m,c,2954228,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2017,12,,
4649,2.09,Interest on Outstanding Property Tax Accounts,m,c,2710015,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2018,1,,
4650,2.09,Interest on Outstanding Property Tax Accounts,m,c,2405018,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2018,2,,
4651,2.09,Interest on Outstanding Property Tax Accounts,m,c,2178861,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2018,3,,
4652,2.09,Interest on Outstanding Property Tax Accounts,m,c,2554599,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2018,4,,
4653,2.09,Interest on Outstanding Property Tax Accounts,m,c,2771793,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2018,5,,
4654,2.09,Interest on Outstanding Property Tax Accounts,m,c,3052719,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2018,6,,
4655,2.09,Interest on Outstanding Property Tax Accounts,m,c,2564694,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2018,7,,
4656,2.09,Interest on Outstanding Property Tax Accounts,m,c,2902494,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2018,8,,
4657,2.09,Interest on Outstanding Property Tax Accounts,m,c,3312989,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2018,9,,
4658,2.09,Interest on Outstanding Property Tax Accounts,m,c,3588554,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2018,10,,
4659,2.09,Interest on Outstanding Property Tax Accounts,m,c,3045796,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2018,11,,
4660,2.09,Interest on Outstanding Property Tax Accounts,m,c,2846931,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2018,12,,
4661,2.09,Interest on Outstanding Property Tax Accounts,m,c,2578729,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2019,1,,
4662,2.09,Interest on Outstanding Property Tax Accounts,m,c,2320673,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2019,2,,
4663,2.09,Interest on Outstanding Property Tax Accounts,m,c,2112667,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2019,3,,
4664,2.09,Interest on Outstanding Property Tax Accounts,m,c,2584709,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2019,4,,
4665,2.09,Interest on Outstanding Property Tax Accounts,m,c,2793967,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2019,5,,
4666,2.09,Interest on Outstanding Property Tax Accounts,m,c,2977001,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2019,6,,
4667,2.09,Interest on Outstanding Property Tax Accounts,m,c,2553720,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2019,7,,
4668,2.09,Interest on Outstanding Property Tax Accounts,m,c,2957918,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2019,8,,
4669,2.09,Interest on Outstanding Property Tax Accounts,m,c,3445968,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2019,9,,
4670,2.09,Interest on Outstanding Property Tax Accounts,m,c,3707110,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2019,10,,
4671,2.09,Interest on Outstanding Property Tax Accounts,m,c,3238582,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2019,11,,
4672,2.09,Interest on Outstanding Property Tax Accounts,m,c,2910113,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2019,12,,
4673,2.09,Interest on Outstanding Property Tax Accounts,m,c,2624000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2020,1,,
4674,2.09,Interest on Outstanding Property Tax Accounts,m,c,2506000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2020,2,,
4675,2.09,Interest on Outstanding Property Tax Accounts,m,c,2289000,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2020,3,,
4676,2.09,Interest on Outstanding Property Tax Accounts,m,c,0,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2020,4,,
4677,2.09,Interest on Outstanding Property Tax Accounts,m,c,0,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2020,5,,
4678,2.09,Interest on Outstanding Property Tax Accounts,m,c,2952856,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2020,6,,
4679,2.09,Interest on Outstanding Property Tax Accounts,m,c,3402299,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2020,7,,
4680,2.09,Interest on Outstanding Property Tax Accounts,m,c,3965509,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2020,8,,
4681,2.09,Interest on Outstanding Property Tax Accounts,m,c,4668505,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2020,9,,
4682,2.09,Interest on Outstanding Property Tax Accounts,m,c,5457305,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2020,10,,
4683,2.09,Interest on Outstanding Property Tax Accounts,m,c,6424272,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2020,11,,
4684,2.09,Interest on Outstanding Property Tax Accounts,m,c,5507408,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2020,12,,
4685,2.09,Interest on Outstanding Property Tax Accounts,m,c,5079411,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2021,1,,
4686,2.09,Interest on Outstanding Property Tax Accounts,m,c,4235206,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2021,2,,
4687,2.09,Interest on Outstanding Property Tax Accounts,m,c,3602175,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2021,3,,
4688,2.09,Interest on Outstanding Property Tax Accounts,m,c,3854290,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2021,4,,
4689,2.09,Interest on Outstanding Property Tax Accounts,m,c,3856042,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2021,5,,
4690,2.09,Interest on Outstanding Property Tax Accounts,m,c,4097573,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2021,6,,
4691,2.09,Interest on Outstanding Property Tax Accounts,m,c,3594913,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2021,7,,
4692,2.09,Interest on Outstanding Property Tax Accounts,m,c,4340757,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2021,8,,
4693,2.09,Interest on Outstanding Property Tax Accounts,m,c,4649330,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2021,9,,
4694,2.09,Interest on Outstanding Property Tax Accounts,m,c,5135070,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2021,10,,
4695,2.09,Interest on Outstanding Property Tax Accounts,m,c,4362980,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2021,11,,
4696,2.09,Interest on Outstanding Property Tax Accounts,m,c,3826903,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2021,12,,
4697,2.09,Interest on Outstanding Property Tax Accounts,m,c,3589249,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2022,1,,
4698,2.09,Interest on Outstanding Property Tax Accounts,m,c,3325666,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2022,2,,
4699,2.09,Interest on Outstanding Property Tax Accounts,m,c,3053753,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2022,3,,Interest charges were lower compared to last year resulted from decreased outstanding tax amounts.
4700,2.09,Interest on Outstanding Property Tax Accounts,m,c,3419931,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2022,4,,
4701,2.09,Interest on Outstanding Property Tax Accounts,m,c,3755235,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2022,5,,
4702,2.09,Interest on Outstanding Property Tax Accounts,m,c,4030429,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2022,6,,Interest charges were lower compared to last year resulted from lower outstanding tax amounts.
4703,2.09,Interest on Outstanding Property Tax Accounts,m,c,3425953,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2022,7,,
4704,2.09,Interest on Outstanding Property Tax Accounts,m,c,4086459,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2022,8,,
4705,2.09,Interest on Outstanding Property Tax Accounts,m,c,4389748,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2022,9,,Interest charges were slightly lower compared to last year resulted from lower outstanding tax amounts.
4706,2.09,Interest on Outstanding Property Tax Accounts,m,c,5019608,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2022,10,,
4707,2.09,Interest on Outstanding Property Tax Accounts,m,c,4249090,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2022,11,,
4708,2.09,Interest on Outstanding Property Tax Accounts,m,c,3746528,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2022,12,,Interest charges were slightly lower compared to last year resulted from lower outstanding tax amounts.
4709,2.09,Interest on Outstanding Property Tax Accounts,m,c,3458199,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2023,1,,
4710,2.09,Interest on Outstanding Property Tax Accounts,m,c,3204098,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2023,2,,
4711,2.09,Interest on Outstanding Property Tax Accounts,m,c,2876110,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2023,3,,Interest charges were lower compared to last year resulted from decreased outstanding tax amounts.
4712,2.09,Interest on Outstanding Property Tax Accounts,m,c,3388171,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2023,4,,
4713,2.09,Interest on Outstanding Property Tax Accounts,m,c,3747310,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2023,5,,
4714,2.09,Interest on Outstanding Property Tax Accounts,m,c,4036016,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2023,6,,
4715,2.09,Interest on Outstanding Property Tax Accounts,m,c,3412589,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2023,7,,
4716,2.09,Interest on Outstanding Property Tax Accounts,m,c,4048813,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2023,8,,
4717,2.09,Interest on Outstanding Property Tax Accounts,m,c,4631848,0.02,,,Up,Revenue," Source: City of Toronto, Revenue Services ",Colour scheme is based on the City 's financial perspective where higher revenues are the desired result,2023,9,,
4718,2.1,TTC Ridership Revenues,m,c,70600000,0.01,0.01,,Up,Revenue,Source: Toronto Transit Commission (TTC). Please note that January and December figures may consist of data from an additional partial week.,,2007,1,,
4719,2.1,TTC Ridership Revenues,m,c,60600000,0.01,0.01,,Up,Revenue,Source: Toronto Transit Commission (TTC). Please note that January and December figures may consist of data from an additional partial week.,,2007,2,,
4720,2.1,TTC Ridership Revenues,m,c,73400000,0.01,0.01,,Up,Revenue,Source: Toronto Transit Commission (TTC). Please note that January and December figures may consist of data from an additional partial week.,,2007,3,,
